envios	gan_sum	g1	g2	g3	g4	g5	gan_suavizada
330	4650000	4410000	4770000	4770000	4650000	4650000	
331	4719000	4527000	4767000	4767000	4767000	4767000	
332	4716000	4524000	4764000	4764000	4764000	4764000	
333	4713000	4521000	4761000	4761000	4761000	4761000	
334	4710000	4518000	4758000	4758000	4758000	4758000	
335	4731000	4515000	4755000	4755000	4755000	4875000	
336	4752000	4512000	4752000	4752000	4872000	4872000	
337	4773000	4509000	4749000	4869000	4869000	4869000	
338	4770000	4506000	4746000	4866000	4866000	4866000	
339	4791000	4503000	4863000	4863000	4863000	4863000	
340	4812000	4620000	4860000	4860000	4860000	4860000	
341	4857000	4617000	4977000	4857000	4857000	4977000	
342	4854000	4614000	4974000	4854000	4854000	4974000	
343	4851000	4611000	4971000	4851000	4851000	4971000	
344	4848000	4608000	4968000	4848000	4848000	4968000	
345	4845000	4605000	4965000	4845000	4845000	4965000	
346	4866000	4602000	5082000	4842000	4842000	4962000	
347	4887000	4599000	5199000	4839000	4839000	4959000	
348	4908000	4596000	5196000	4836000	4836000	5076000	
349	4929000	4713000	5193000	4833000	4833000	5073000	
350	4926000	4710000	5190000	4830000	4830000	5070000	
351	4923000	4707000	5187000	4827000	4827000	5067000	
352	4920000	4704000	5184000	4824000	4824000	5064000	
353	4917000	4701000	5181000	4821000	4821000	5061000	
354	4938000	4698000	5178000	4818000	4938000	5058000	
355	4959000	4695000	5295000	4815000	4935000	5055000	
356	4956000	4692000	5292000	4812000	4932000	5052000	
357	4977000	4809000	5289000	4809000	4929000	5049000	
358	4974000	4806000	5286000	4806000	4926000	5046000	
359	4995000	4923000	5283000	4803000	4923000	5043000	
360	5016000	4920000	5400000	4800000	4920000	5040000	
361	5037000	5037000	5397000	4797000	4917000	5037000	
362	5082000	5034000	5514000	4914000	4914000	5034000	
363	5127000	5151000	5631000	4911000	4911000	5031000	
364	5124000	5148000	5628000	4908000	4908000	5028000	
365	5145000	5145000	5625000	4905000	4905000	5145000	
366	5142000	5142000	5622000	4902000	4902000	5142000	
367	5163000	5139000	5619000	4899000	4899000	5259000	
368	5184000	5256000	5616000	4896000	4896000	5256000	
369	5205000	5253000	5613000	4893000	4893000	5373000	
370	5202000	5250000	5610000	4890000	4890000	5370000	
371	5223000	5247000	5607000	4887000	5007000	5367000	
372	5244000	5364000	5604000	4884000	5004000	5364000	
373	5265000	5361000	5601000	4881000	5121000	5361000	
374	5262000	5358000	5598000	4878000	5118000	5358000	
375	5283000	5355000	5595000	4875000	5115000	5475000	
376	5352000	5472000	5712000	4992000	5112000	5472000	
377	5373000	5469000	5709000	5109000	5109000	5469000	
378	5394000	5466000	5706000	5226000	5106000	5466000	
379	5391000	5463000	5703000	5223000	5103000	5463000	
380	5436000	5580000	5700000	5220000	5220000	5460000	
381	5481000	5697000	5697000	5217000	5217000	5577000	
382	5478000	5694000	5694000	5214000	5214000	5574000	
383	5523000	5811000	5691000	5331000	5211000	5571000	
384	5544000	5808000	5688000	5328000	5328000	5568000	
385	5541000	5805000	5685000	5325000	5325000	5565000	
386	5586000	5802000	5802000	5322000	5322000	5682000	
387	5631000	5799000	5799000	5319000	5439000	5799000	
388	5652000	5796000	5796000	5316000	5436000	5916000	
389	5649000	5793000	5793000	5313000	5433000	5913000	
390	5670000	5790000	5790000	5430000	5430000	5910000	
391	5691000	5907000	5787000	5427000	5427000	5907000	
392	5712000	5904000	5784000	5424000	5544000	5904000	
393	5733000	5901000	5781000	5541000	5541000	5901000	
394	5778000	6018000	5778000	5538000	5538000	6018000	
395	5799000	6015000	5895000	5535000	5535000	6015000	
396	5844000	6012000	5892000	5532000	5652000	6132000	
397	5841000	6009000	5889000	5529000	5649000	6129000	
398	5862000	6126000	5886000	5526000	5646000	6126000	
399	5883000	6123000	6003000	5523000	5643000	6123000	
400	5904000	6120000	6e+06	5640000	5640000	6120000	
401	5925000	6117000	5997000	5757000	5637000	6117000	
402	5946000	6114000	5994000	5874000	5634000	6114000	
403	5967000	6111000	5991000	5871000	5631000	6231000	
404	5988000	6108000	5988000	5988000	5628000	6228000	
405	6009000	6105000	5985000	6105000	5625000	6225000	
406	6030000	6102000	5982000	6102000	5622000	6342000	
407	6027000	6099000	5979000	6099000	5619000	6339000	
408	6024000	6096000	5976000	6096000	5616000	6336000	
409	6045000	6093000	5973000	6093000	5733000	6333000	
410	6114000	6210000	5970000	6210000	5850000	6330000	
411	6183000	6327000	5967000	6327000	5847000	6447000	
412	6204000	6324000	6084000	6324000	5844000	6444000	
413	6201000	6321000	6081000	6321000	5841000	6441000	
414	6198000	6318000	6078000	6318000	5838000	6438000	
415	6243000	6435000	6195000	6315000	5835000	6435000	
416	6264000	6432000	6192000	6312000	5952000	6432000	
417	6261000	6429000	6189000	6309000	5949000	6429000	
418	6282000	6546000	6186000	6306000	5946000	6426000	
419	6279000	6543000	6183000	6303000	5943000	6423000	
420	6276000	6540000	6180000	6300000	5940000	6420000	
421	6345000	6537000	6297000	6297000	6057000	6537000	
422	6342000	6534000	6294000	6294000	6054000	6534000	
423	6363000	6531000	6411000	6291000	6051000	6531000	
424	6384000	6528000	6408000	6288000	6048000	6648000	
425	6381000	6525000	6405000	6285000	6045000	6645000	
426	6378000	6522000	6402000	6282000	6042000	6642000	
427	6423000	6519000	6399000	6279000	6159000	6759000	
428	6468000	6516000	6516000	6276000	6156000	6876000	
429	6489000	6513000	6513000	6393000	6153000	6873000	
430	6510000	6510000	6510000	6390000	6150000	6990000	
431	6507000	6507000	6507000	6387000	6147000	6987000	
432	6504000	6504000	6504000	6384000	6144000	6984000	
433	6525000	6501000	6501000	6501000	6141000	6981000	
434	6522000	6498000	6498000	6498000	6138000	6978000	
435	6519000	6495000	6495000	6495000	6135000	6975000	
436	6564000	6492000	6492000	6612000	6132000	7092000	
437	6561000	6489000	6489000	6609000	6129000	7089000	
438	6582000	6486000	6606000	6606000	6126000	7086000	
439	6579000	6483000	6603000	6603000	6123000	7083000	
440	6624000	6480000	6600000	6720000	6240000	7080000	
441	6645000	6477000	6597000	6837000	6237000	7077000	
442	6642000	6474000	6594000	6834000	6234000	7074000	
443	6663000	6471000	6591000	6951000	6231000	7071000	
444	6684000	6468000	6708000	6948000	6228000	7068000	
445	6729000	6465000	6705000	6945000	6345000	7185000	
446	6750000	6462000	6702000	6942000	6342000	7302000	
447	6819000	6579000	6699000	6939000	6459000	7419000	
448	6840000	6576000	6696000	7056000	6456000	7416000	
449	6861000	6573000	6693000	7053000	6453000	7533000	
450	6882000	6690000	6690000	7050000	6450000	7530000	
451	6879000	6687000	6687000	7047000	6447000	7527000	
452	6876000	6684000	6684000	7044000	6444000	7524000	
453	6921000	6681000	6681000	7161000	6561000	7521000	
454	6942000	6678000	6678000	7158000	6558000	7638000	
455	6939000	6675000	6675000	7155000	6555000	7635000	
456	6936000	6672000	6672000	7152000	6552000	7632000	
457	6933000	6669000	6669000	7149000	6549000	7629000	
458	6978000	6666000	6666000	7266000	6666000	7626000	
459	6975000	6663000	6663000	7263000	6663000	7623000	
460	6996000	6660000	6780000	7260000	6660000	7620000	
461	6993000	6657000	6777000	7257000	6657000	7617000	
462	7062000	6654000	6894000	7374000	6774000	7614000	
463	7107000	6771000	6891000	7371000	6891000	7611000	
464	7104000	6768000	6888000	7368000	6888000	7608000	
465	7125000	6885000	6885000	7365000	6885000	7605000	
466	7122000	6882000	6882000	7362000	6882000	7602000	
